#Jurisdiction	Cause	Response Category	Protection Zone	Year	Annee	Juridiction	Data Qualifier	Area (hectares)	Area (hectares) null
Northwest Territories	Miscellaneous known causes	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	U		
Northwest Territories	Miscellaneous known causes	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	0	
Northwest Territories	Lightning	Full	Intensive	1990	1990	Territoires du Nord-Ouest	U		
Northwest Territories	Lightning	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	U		
Northwest Territories	Lightning	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	0	
Northwest Territories	Unspecified	Full	Intensive	1990	1990	Territoires du Nord-Ouest	U		
Northwest Territories	Unspecified	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	U		
Northwest Territories	Unspecified	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	0	
National parks	Recreation	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Recreation	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Residents	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Residents	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Residents	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Forest industry	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Forest industry	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Railways	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Railways	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Railways	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Other industry	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Other industry	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Other industry	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Incendiary	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Incendiary	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Incendiary	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Miscellaneous known causes	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Miscellaneous known causes	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Miscellaneous known causes	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Lightning	Full	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Lightning	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Lightning	None	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Unspecified	Full	Intensive	1990	1990	Parcs nationaux	a	25041	25041
National parks	Unspecified	Modified	Intensive	1990	1990	Parcs nationaux	a	0	
National parks	Unspecified	None	Intensive	1990	1990	Parcs nationaux	a	0	
Newfoundland and Labrador	Recreation	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	600	600
Newfoundland and Labrador	Recreation	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Residents	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Residents	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Residents	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Forest industry	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Forest industry	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Forest industry	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Railways	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Railways	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Railways	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	500	500
Newfoundland and Labrador	Lightning	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	870	870
Newfoundland and Labrador	Lightning	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	475	475
Newfoundland and Labrador	Lightning	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	41025	41025
Newfoundland and Labrador	Unspecified	Full	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Unspecified	Modified	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Unspecified	None	Limited	1990	1990	Terre-Neuve-et-Labrador	a	0	
Prince Edward Island	Recreation	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Recreation	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Recreation	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Residents	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Residents	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Residents	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Forest industry	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Forest industry	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Forest industry	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Other industry	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Other industry	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Other industry	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Unspecified	Full	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Unspecified	Modified	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Prince Edward Island	Unspecified	None	Limited	1990	1990	Ile-du-Prince-Edouard	n		
Nova Scotia	Recreation	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Recreation	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Recreation	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Residents	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Residents	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Residents	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Forest industry	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Forest industry	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Forest industry	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Railways	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Railways	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Railways	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Other industry	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Other industry	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Other industry	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	None	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Unspecified	Full	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Unspecified	Modified	Limited	1990	1990	Nouvelle-Ecosse	n		
Nova Scotia	Unspecified	None	Limited	1990	1990	Nouvelle-Ecosse	n		
New Brunswick	Recreation	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Recreation	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Recreation	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Residents	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Residents	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Residents	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Forest industry	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Forest industry	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Forest industry	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Railways	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Railways	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Railways	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Other industry	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Other industry	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Other industry	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Incendiary	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Lightning	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Lightning	None	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Unspecified	Full	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Unspecified	Modified	Limited	1990	1990	Nouveau-Brunswick	n		
New Brunswick	Unspecified	None	Limited	1990	1990	Nouveau-Brunswick	n		
Quebec	Recreation	Full	Limited	1990	1990	Quebec	a	5	5
Quebec	Recreation	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Recreation	None	Limited	1990	1990	Quebec	a	0	
Quebec	Residents	Full	Limited	1990	1990	Quebec	a	18	18
Quebec	Residents	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Residents	None	Limited	1990	1990	Quebec	a	0	
Quebec	Forest industry	Full	Limited	1990	1990	Quebec	a	0	
Quebec	Forest industry	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Forest industry	None	Limited	1990	1990	Quebec	a	0	
Quebec	Railways	Full	Limited	1990	1990	Quebec	a	140	140
Quebec	Railways	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Railways	None	Limited	1990	1990	Quebec	a	0	
Quebec	Other industry	Full	Limited	1990	1990	Quebec	a	11041	11041
Quebec	Other industry	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Other industry	None	Limited	1990	1990	Quebec	a	0	
Quebec	Incendiary	Full	Limited	1990	1990	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Incendiary	None	Limited	1990	1990	Quebec	a	0	
Quebec	Miscellaneous known causes	Full	Limited	1990	1990	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Miscellaneous known causes	None	Limited	1990	1990	Quebec	a	0	
Quebec	Lightning	Full	Limited	1990	1990	Quebec	a	9775	9775
Quebec	Lightning	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Lightning	None	Limited	1990	1990	Quebec	a	46299	46299
Quebec	Unspecified	Full	Limited	1990	1990	Quebec	a	0	
Quebec	Unspecified	Modified	Limited	1990	1990	Quebec	a	0	
Quebec	Unspecified	None	Limited	1990	1990	Quebec	a	0	
Ontario	Recreation	Full	Limited	1990	1990	Ontario	a	17	17
Ontario	Recreation	Modified	Limited	1990	1990	Ontario	a	1	1
Ontario	Recreation	None	Limited	1990	1990	Ontario	s		
Ontario	Residents	Full	Limited	1990	1990	Ontario	a	41	41
Ontario	Residents	Modified	Limited	1990	1990	Ontario	a	6	6
Ontario	Residents	None	Limited	1990	1990	Ontario	a	1	1
Ontario	Forest industry	Full	Limited	1990	1990	Ontario	a	0	
Ontario	Forest industry	Modified	Limited	1990	1990	Ontario	a	0	
Ontario	Forest industry	None	Limited	1990	1990	Ontario	a	0	
Ontario	Railways	Full	Limited	1990	1990	Ontario	a	2	2
Ontario	Railways	Modified	Limited	1990	1990	Ontario	a	0	
Ontario	Railways	None	Limited	1990	1990	Ontario	a	0	
Ontario	Other industry	Full	Limited	1990	1990	Ontario	s		
Ontario	Other industry	Modified	Limited	1990	1990	Ontario	a	0	
Ontario	Other industry	None	Limited	1990	1990	Ontario	a	0	
Ontario	Incendiary	Full	Limited	1990	1990	Ontario	a	2	2
Ontario	Incendiary	Modified	Limited	1990	1990	Ontario	a	0	
Ontario	Incendiary	None	Limited	1990	1990	Ontario	a	0	
Ontario	Miscellaneous known causes	Full	Limited	1990	1990	Ontario	a	121	121
Ontario	Miscellaneous known causes	Modified	Limited	1990	1990	Ontario	a	0	
Ontario	Miscellaneous known causes	None	Limited	1990	1990	Ontario	a	0	
Ontario	Lightning	Full	Limited	1990	1990	Ontario	a	255	255
Ontario	Lightning	Modified	Limited	1990	1990	Ontario	a	98599	98599
Ontario	Lightning	None	Limited	1990	1990	Ontario	a	75870	75870
Ontario	Unspecified	Full	Limited	1990	1990	Ontario	a	0	
Ontario	Unspecified	Modified	Limited	1990	1990	Ontario	a	0	
Ontario	Unspecified	None	Limited	1990	1990	Ontario	a	0	
Manitoba	Recreation	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Recreation	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Recreation	None	Limited	1990	1990	Manitoba	n		
Manitoba	Residents	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Residents	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Residents	None	Limited	1990	1990	Manitoba	n		
Manitoba	Forest industry	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Forest industry	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Forest industry	None	Limited	1990	1990	Manitoba	n		
Manitoba	Railways	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Railways	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Railways	None	Limited	1990	1990	Manitoba	n		
Manitoba	Other industry	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Other industry	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Other industry	None	Limited	1990	1990	Manitoba	n		
Manitoba	Incendiary	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Incendiary	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Incendiary	None	Limited	1990	1990	Manitoba	n		
Manitoba	Miscellaneous known causes	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Miscellaneous known causes	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Miscellaneous known causes	None	Limited	1990	1990	Manitoba	n		
Manitoba	Lightning	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Lightning	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Lightning	None	Limited	1990	1990	Manitoba	n		
Manitoba	Unspecified	Full	Limited	1990	1990	Manitoba	n		
Manitoba	Unspecified	Modified	Limited	1990	1990	Manitoba	n		
Manitoba	Unspecified	None	Limited	1990	1990	Manitoba	n		
Saskatchewan	Recreation	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Recreation	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Recreation	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Residents	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Residents	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Residents	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Forest industry	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Forest industry	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Forest industry	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Railways	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Railways	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Railways	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Other industry	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Other industry	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Other industry	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Incendiary	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Incendiary	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Lightning	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Lightning	None	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Unspecified	Full	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Unspecified	Modified	Limited	1990	1990	Saskatchewan	n		
Saskatchewan	Unspecified	None	Limited	1990	1990	Saskatchewan	n		
Alberta	Recreation	Full	Limited	1990	1990	Alberta	n		
Alberta	Recreation	Modified	Limited	1990	1990	Alberta	n		
Alberta	Recreation	None	Limited	1990	1990	Alberta	n		
Alberta	Residents	Full	Limited	1990	1990	Alberta	n		
Alberta	Residents	Modified	Limited	1990	1990	Alberta	n		
Alberta	Residents	None	Limited	1990	1990	Alberta	n		
Alberta	Forest industry	Full	Limited	1990	1990	Alberta	n		
Alberta	Forest industry	Modified	Limited	1990	1990	Alberta	n		
Alberta	Forest industry	None	Limited	1990	1990	Alberta	n		
Alberta	Railways	Full	Limited	1990	1990	Alberta	n		
Alberta	Railways	Modified	Limited	1990	1990	Alberta	n		
Alberta	Railways	None	Limited	1990	1990	Alberta	n		
Alberta	Other industry	Full	Limited	1990	1990	Alberta	n		
Alberta	Other industry	Modified	Limited	1990	1990	Alberta	n		
Alberta	Other industry	None	Limited	1990	1990	Alberta	n		
Alberta	Incendiary	Full	Limited	1990	1990	Alberta	n		
Alberta	Incendiary	Modified	Limited	1990	1990	Alberta	n		
Alberta	Incendiary	None	Limited	1990	1990	Alberta	n		
Alberta	Miscellaneous known causes	Full	Limited	1990	1990	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	1990	1990	Alberta	n		
Alberta	Miscellaneous known causes	None	Limited	1990	1990	Alberta	n		
Alberta	Lightning	Full	Limited	1990	1990	Alberta	n		
Alberta	Lightning	Modified	Limited	1990	1990	Alberta	n		
Alberta	Lightning	None	Limited	1990	1990	Alberta	n		
Alberta	Unspecified	Full	Limited	1990	1990	Alberta	n		
Alberta	Unspecified	Modified	Limited	1990	1990	Alberta	n		
Alberta	Unspecified	None	Limited	1990	1990	Alberta	n		
British Columbia	Recreation	Full	Limited	1990	1990	Colombie-Britannique	n		
British Columbia	Recreation	Modified	Limited	1990	1990	Colombie-Britannique	n		
British Columbia	Recreation	None	Limited	1990	1990	Colombie-Britannique	n		
British Columbia	Residents	Full	Limited	1990	1990	Colombie-Britannique	n		
British Columbia	Residents	Modified	Limited	1990	1990	Colombie-Britannique	n		
